,Date.Sampled,Address,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,PIN,Township Code,Neighborhood Code,Sale Price,ZIP,Municipality FIPS Code,Longitude,Latitude,Tract Median Income
949,2/9/2022,4XX E 46TH ST,8.7,29.0,35.0,35.0,30.0,17.0,15.0,15.0,13.0,12.0,8.5,20-03-421-011-0000,70.0,70010.0,,60653-4101,14000.0,-87.6146042227613,41.8109680394342,27828.0
950,3/16/2020,4XX E 87TH ST,4.07,4.6,4.13,3.97,4.04,7.38,9.08,8.11,7.0,7.54,7.15,25-03-200-017-0000,70.0,70120.0,,60619-6003,14000.0,-87.6128908033987,41.7362637402917,37228.0
951,1/13/2020,4XX E 90TH ST,7.14,7.66,9.06,9.41,8.42,8.17,6.48,6.62,5.6,4.58,1.59,25-03-220-030-0000,70.0,70120.0,,60619-6727,14000.0,-87.6133077542232,41.7313186444078,30714.0
952,9/23/2019,4XX E 91ST PL,4.85,10.0,10.5,9.41,9.6,10.8,11.8,13.0,14.0,14.7,11.3,25-03-404-012-0000,70.0,70120.0,,60619-7429,14000.0,-87.6123616775551,41.7280510297378,30714.0
953,10/18/2021,4XX W BRIAR PL,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14-28-105-016-0000,73.0,73062.0,,60657-4710,14000.0,-87.6414308673354,41.9384649028272,65426.0
954,1/27/2022,4XX W WEBSTER AVE,0.83,0.5,0.51,0.55,0.52,0.59,0.58,0.66,0.68,0.69,0.87,14-33-123-050-0000,74.0,74012.0,,60614-3854,14000.0,-87.6410497114996,41.9217266479904,112788.0
955,10/20/2021,50XX N AVERS AVE,3.46,4.47,5.1,5.2,5.61,6.13,10.4,12.0,10.4,7.25,7.28,13-11-308-009-0000,71.0,71081.0,270000.0,60625-6012,14000.0,-87.7241669859134,41.9728701869903,72713.0
956,11/7/2018,50XX N AVERS AVE,2.2,2.6,2.6,2.69,2.68,3.04,4.02,7.09,10.4,11.2,9.01,13-11-308-003-0000,71.0,71081.0,,60625-6012,14000.0,-87.7241828766775,41.9734842989842,72713.0
957,11/9/2018,50XX N AVERS AVE,3.79,3.75,3.91,3.89,4.09,4.22,4.28,4.14,4.18,4.61,5.02,13-11-308-015-0000,71.0,71081.0,,60625-6012,14000.0,-87.7241502386373,41.9722218481108,72713.0
958,3/30/2022,50XX N AVERS AVE,6.53,7.14,7.09,7.02,8.0,9.96,8.9,11.6,10.8,9.98,11.6,13-11-307-025-0000,71.0,71081.0,,60625-6013,14000.0,-87.7248673345526,41.9725241011015,72713.0
959,12/18/2019,50XX N BERNARD ST,4.28,6.21,7.57,8.0,8.06,8.36,8.8,9.54,10.2,11.5,11.3,13-11-403-023-0000,71.0,71050.0,,60625-4915,14000.0,-87.7143808346486,41.9736932274916,53529.0
960,1/21/2020,50XX N DRAKE AVE,8.87,4.04,4.92,5.35,5.43,5.35,4.97,4.92,4.76,6.66,12.6,13-11-401-024-0000,71.0,71050.0,,60625-5503,14000.0,-87.7168218776594,41.9736138296686,53529.0
961,7/9/2019,50XX N KILBOURN ,4.58,4.54,7.38,10.6,14.0,12.8,11.2,5.14,4.09,3.72,3.32,,,,,,,,,
962,2/10/2022,50XX N KILBOURN AVE,11.1,11.1,18.0,15.8,19.0,16.4,13.0,10.8,10.3,9.36,5.4,13-10-319-017-0000,71.0,71071.0,,60630-2624,14000.0,-87.7402013767191,41.9721142445104,70682.0
963,9/30/2019,50XX N LEAVEITT ST,1.35,1.92,1.37,1.29,1.23,1.25,1.38,1.81,2.25,2.15,1.51,,,,,,,,,
964,4/11/2019,50XX N MELVINA ,7.37,5.2,5.05,8.16,10.2,11.2,3.94,3.5,0.5,0.5,0.5,,,,,,,,,
965,12/17/2019,50XX N MENARD AVE,6.11,7.44,7.44,7.41,6.7,8.21,14.3,14.1,12.0,11.1,3.2,13-08-413-003-0000,71.0,71402.0,290000.0,60630-4610,14000.0,-87.7730260048555,41.9735343392473,69736.0
966,11/6/2019,50XX N MOODY ,4.05,6.39,5.44,6.81,7.3,8.48,12.4,12.5,13.0,13.4,12.4,,,,,,,,,
967,10/10/2019,50XX N MOZART ST,4.21,5.96,8.27,7.72,8.12,8.38,8.45,8.71,8.5,8.57,7.44,13-12-308-005-0000,71.0,71110.0,,60625-3615,14000.0,-87.6997194249265,41.9735282020901,90250.0
968,6/6/2019,50XX N NATCHEZ ,3.93,3.54,4.16,3.48,3.35,3.62,5.79,8.64,10.7,12.0,8.3,,,,,,,,,
969,6/19/2019,50XX N NORDICA ,5.62,9.63,8.36,13.0,16.8,20.4,19.4,14.2,20.5,19.1,17.6,,,,,,,,,
970,5/8/2019,50XX N NORDICA ,1.46,3.16,9.12,4.32,7.09,7.16,9.13,8.39,8.07,7.46,1.7,,,,,,,,,
971,1/23/2019,50XX N NORMANDY ,4.54,5.58,6.89,7.53,8.13,7.58,8.35,13.4,15.0,15.3,10.0,,,,,,,,,
972,12/27/2019,50XX N SAYRE AVE,8.54,12.5,12.7,11.2,12.2,11.9,7.01,5.35,4.88,4.64,1.56,13-07-314-062-0000,71.0,71430.0,300000.0,60656-3711,14000.0,-87.8015867890864,41.9731783856319,81458.0
973,11/4/2019,50XX N ST LOUIS ,6.82,6.76,7.54,8.61,9.19,9.36,9.16,9.28,9.16,9.04,21.3,,,,,,,,,
974,7/20/2021,50XX S LAPORTE AVE,3.7,3.3,3.1,3.1,3.3,3.7,4.1,4.6,5.0,6.8,,19-09-229-010-0000,72.0,72350.0,,60638-2107,14000.0,-87.746301316592,41.8011514165159,51034.0
975,6/10/2016,50XX S WASHTENAW AVE,23.8,13.2,9.86,4.95,5.78,5.06,4.64,4.15,4.65,3.57,2.61,19-12-219-006-0000,72.0,72070.0,,60632-2010,14000.0,-87.6912450017953,41.802294385177,35707.0
976,12/17/2021,50XX W BERTEAU AVE,13.0,10.7,10.8,11.4,11.9,11.0,9.91,15.2,18.6,16.2,14.7,13-16-412-030-0000,71.0,71101.0,,60641-1737,14000.0,-87.7541132386359,41.9572528226173,68157.0
977,10/16/2018,50XX W CORNELIA AVE,1.8,1.73,2.01,4.53,5.0,5.11,4.88,4.84,4.8,4.62,6.54,13-21-402-060-0000,71.0,71171.0,,60641-3423,14000.0,-87.7531949270411,41.9445708782264,62734.0
978,8/27/2021,50XX W DAKIN ST,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,13-21-205-016-0000,71.0,71150.0,,60641-2609,14000.0,-87.7528515030763,41.9521451873987,56917.0
979,5/25/2019,50XX W FLETCHER ,3.42,7.87,6.76,10.1,12.2,13.1,13.0,11.9,10.0,9.67,6.33,,,,,,,,,
980,9/24/2021,50XX W NEWPORT AVE,8.24,7.76,10.4,11.9,11.1,10.3,11.1,17.2,20.5,29.0,28.5,13-21-404-049-0000,71.0,71171.0,,60641-3440,14000.0,-87.7535890736008,41.9435775145901,62734.0
981,8/17/2021,50XX W OAKDALE AVE,4.95,5.73,5.66,5.25,5.45,9.46,17.0,17.5,20.0,20.0,13.4,13-28-217-022-0000,71.0,71260.0,,60641-5015,14000.0,-87.7535663150395,41.9344423987727,59246.0
982,3/22/2022,50XX W STRONG ST,20.0,23.0,27.0,36.0,38.0,33.0,28.0,28.0,26.0,26.0,13.0,13-09-417-036-0000,71.0,71060.0,,60630-2314,14000.0,-87.7529806788064,41.9709646778157,59875.0
983,8/25/2021,50XX W WAVELAND AVE,4.9,5.25,5.45,5.58,5.32,5.32,5.05,4.99,9.57,18.3,20.2,13-21-225-016-0000,71.0,71150.0,,60641-3420,14000.0,-87.7522554108262,41.9476291826762,56917.0
984,1/9/2020,50XX W WELLINGTON AVE,13.1,10.8,13.2,12.5,11.1,10.7,17.0,41.3,48.7,39.8,56.6,13-28-213-032-0000,71.0,71260.0,,60641-5045,14000.0,-87.752609580577,41.9353664285234,59246.0
985,1/25/2019,50XX W WINONA ,1.85,3.55,3.66,3.94,4.07,4.06,4.15,4.78,6.28,7.51,7.22,,,,,,,,,
986,8/24/2019,51XX N BERNARD ,4.65,8.6,5.73,3.39,3.48,6.19,8.77,11.9,9.06,8.66,10.6,,,,,,,,,
987,9/17/2021,51XX N CENTRAL PARK AVE,4.8,3.85,3.92,5.21,5.47,4.61,4.74,4.65,5.05,4.94,4.94,13-11-400-016-0000,71.0,71050.0,,60625-8560,14000.0,-87.7180755909451,41.9747531981415,53529.0
988,11/25/2020,51XX N DRAKE AVE,9.16,13.2,11.8,8.48,10.0,14.7,13.6,16.7,20.2,21.0,,13-11-401-010-0000,71.0,71050.0,,60625-5505,14000.0,-87.7168582878445,41.9749580944499,53529.0
989,8/19/2019,51XX N KENNETH AVE,2.82,2.06,0.5,1.66,2.22,2.29,1.89,2.64,3.0,2.87,2.1,13-10-324-022-0000,71.0,71071.0,,60630-2623,14000.0,-87.7397378628744,41.974607182419,70682.0
990,9/21/2021,51XX N MENARD AVE,5.5,8.22,7.2,8.03,5.74,4.48,3.62,3.24,5.42,15.6,21.8,13-08-403-034-0000,71.0,71402.0,349000.0,60630-4613,14000.0,-87.7737062012725,41.9744275231482,69736.0
991,9/17/2018,51XX N MENARD AVE,11.8,13.2,13.6,12.0,11.6,12.4,22.5,25.4,26.6,24.0,22.5,13-08-403-026-0000,71.0,71402.0,285000.0,60630-4613,14000.0,-87.773692533807,41.9750855722633,69736.0
992,8/30/2019,51XX N MONTICELLO AVE,14.3,15.0,15.8,17.9,18.2,20.7,25.9,26.9,26.0,24.7,22.2,13-11-304-018-0000,71.0,71050.0,,60625-5523,14000.0,-87.7192906433215,41.9744410457824,53529.0
993,8/13/2019,51XX N NEVA AVE,11.1,16.7,13.4,12.6,16.8,17.2,19.1,18.9,17.2,16.22,14.99,13-07-303-038-0000,71.0,71430.0,310100.0,60656-3622,14000.0,-87.8055587283356,41.9738372239689,81458.0
994,12/6/2018,51XX N NEWCASTLE ,4.84,5.7,6.92,9.52,10.1,10.8,11.2,10.9,10.0,9.28,5.63,,,,,,,,,
995,8/9/2021,51XX N NORMANDY AVE,3.58,6.75,8.31,6.86,6.68,6.93,9.9,13.1,13.0,12.9,11.7,13-07-403-047-0000,71.0,71430.0,,60656-3737,14000.0,-87.793617216132,41.97392486351,81458.0
996,5/18/2019,51XX N SAYRE ,5.33,7.2,6.65,6.69,6.48,6.49,13.8,17.3,17.6,17.0,3.13,,,,,,,,,
997,7/30/2019,51XX S ALBANY ,29.7,39.6,36.8,32.4,30.2,29.7,29.3,28.7,28.5,26.9,18.8,,,,,,,,,
998,7/16/2021,51XX S LAWLER AVE,5.53,7.89,12.1,10.3,9.69,10.0,12.1,12.7,12.6,11.7,,19-09-402-025-0000,72.0,72350.0,,60638-3016,14000.0,-87.7494015580157,41.7995287253209,47581.0
999,1/25/2022,51XX S LAWNDALE AVE,7.5,6.1,5.6,7.2,15.0,19.0,24.0,27.0,18.0,13.0,9.0,19-11-305-042-0000,72.0,72030.0,,60632-3733,14000.0,-87.7163339887837,41.7993536971961,56339.0
1000,5/24/2021,51XX S LOOMIS BLVD,15.0,21.0,29.0,37.0,36.0,33.0,30.0,24.0,21.0,21.0,,,,,,,,,,
1001,9/23/2021,51XX S LUNA AVE,4.33,4.41,4.34,5.2,5.63,5.23,5.82,10.9,15.0,15.7,3.78,19-09-301-063-0000,72.0,72350.0,,60638-1633,14000.0,-87.7608952723397,41.79841699909,56452.0
1002,1/9/2020,51XX S LUNA AVE,106.0,28.3,26.0,29.7,30.2,32.4,31.8,31.7,27.6,29.9,5.58,19-09-300-063-0000,72.0,72350.0,213000.0,60638-1634,14000.0,-87.761597963909,41.7983809755728,56452.0
1003,8/10/2021,51XX S MOODY AVE,7.9,15.0,9.3,8.9,10.0,13.0,14.0,18.0,19.0,20.0,,19-08-304-064-0000,72.0,72380.0,332450.0,60638-1433,14000.0,-87.7762783317254,41.7995580272835,70102.0
1004,7/28/2016,51XX S MULLIGAN AVE,10.3,12.5,15.4,18.1,20.8,20.4,12.9,12.3,12.6,12.4,16.5,19-08-301-051-0000,72.0,72380.0,193000.0,60638-1315,14000.0,-87.7804317291176,41.7987580984909,70102.0
1005,7/19/2019,51XX S NORDICA ,5.88,4.15,6.86,8.32,6.92,7.28,8.44,11.7,17.0,15.3,11.9,,,,,,,,,
1006,7/23/2021,51XX W AGATITE AVE,4.09,5.92,8.46,9.58,8.28,8.3,8.56,7.8,6.66,5.98,14.0,13-16-223-009-0000,71.0,71101.0,,60630-3702,14000.0,-87.7568797560283,41.9617805640696,76545.0
1007,3/31/2022,51XX W CONCORD PL,12.2,19.6,12.2,10.7,18.0,12.1,12.6,16.6,14.1,13.0,11.7,13-33-421-009-0000,71.0,71210.0,,60639-4436,14000.0,-87.7545896879254,41.9101859565895,46250.0
1008,8/12/2019,51XX W DEVON ,111.0,18.4,51.4,87.5,79.5,67.3,58.8,55.2,54.8,49.0,9.59,,,,,,,,,
1009,6/24/2021,51XX W DRUMMOND PL,5.89,6.31,7.64,13.5,24.2,25.1,24.6,23.6,25.1,24.4,,13-28-412-022-0000,71.0,71260.0,,60639-1623,14000.0,-87.7542899293493,41.9284487361312,47955.0
1010,11/4/2021,51XX W NELSON ST,2.75,5.54,5.18,5.67,5.99,5.22,5.8,8.5,15.3,19.0,17.8,13-28-208-032-0000,71.0,71260.0,,60641-5013,14000.0,-87.7549880675983,41.9362469715535,59246.0
1011,6/8/2021,51XX W NEWPORT AVE,4.52,5.84,8.35,9.18,15.2,13.5,19.5,18.2,15.4,8.67,,13-21-404-039-0000,71.0,71171.0,,60641-3443,14000.0,-87.7554338482144,41.9435656161199,62734.0
1012,2/5/2020,51XX W PARKER AVE,3.35,4.5,4.81,4.8,5.28,5.5,5.35,4.72,4.28,3.86,1.38,13-28-400-023-0000,71.0,71260.0,,60639-1620,14000.0,-87.7557001569293,41.9307648097871,47955.0
1013,2/14/2019,51XX W WILSON ,4.04,4.32,4.91,5.33,4.87,4.82,5.98,12.5,12.8,13.3,3.8,,,,,,,,,
1014,12/3/2019,52XX N BERNARD ST,7.79,8.96,12.3,14.7,16.9,19.4,19.9,24.7,30.6,32.1,21.3,13-11-220-009-0000,71.0,71050.0,,60625-4701,14000.0,-87.7144304069726,41.9766458477647,53529.0
1015,12/26/2018,52XX N BERNARD ST,3.11,7.03,11.6,11.8,13.6,4.14,2.47,5.81,8.92,11.1,7.72,13-11-220-003-0000,71.0,71050.0,,60625-4701,14000.0,-87.714444363936,41.977191689572,53529.0
1016,11/25/2019,52XX N LARAMIE AVE,7.34,9.73,11.2,13.9,14.6,16.6,23.9,23.6,21.5,18.1,9.71,13-09-219-013-0000,71.0,71010.0,,60630-2213,14000.0,-87.758173195276,41.9768514025203,86512.0
1017,8/23/2019,52XX N LEAMINGTON AVE,7.21,7.14,6.58,6.5,7.12,8.68,12.2,15.8,12.9,15.9,7.29,13-09-220-027-0000,71.0,71010.0,,60630-1622,14000.0,-87.7569078852976,41.9760215284947,86512.0
1018,9/23/2019,52XX N LEAMINGTON AVE,11.0,11.3,12.3,12.2,11.9,12.0,12.5,12.9,13.0,16.9,48.9,13-09-221-009-0000,71.0,71010.0,370000.0,60630-1621,14000.0,-87.7561969753355,41.9761937217014,86512.0
1019,9/2/2017,52XX N LEAMINGTON AVE,3.58,9.02,11.7,13.0,13.5,13.7,,,,,13.8,13-09-220-025-0000,71.0,71010.0,,60630-1622,14000.0,-87.7569123950628,41.9761860915255,86512.0
1020,10/21/2019,52XX N LIND AVE,10.1,8.39,10.0,16.1,11.3,10.6,9.92,10.1,10.7,11.2,9.79,13-09-133-018-0000,71.0,71010.0,,60630-1435,14000.0,-87.7609030517056,41.9762744417737,86512.0
1021,10/17/2019,52XX N LUDLAM ,14.0,9.54,6.48,11.7,12.4,15.9,17.4,17.7,16.1,13.1,6.5,,,,,,,,,
1022,8/2/2021,52XX N MAGNOLIA AVE,0.5,0.5,1.3,1.5,1.2,1.2,1.2,1.3,1.2,1.3,,14-08-127-035-0000,73.0,73034.0,,60640-2203,14000.0,-87.6614920103281,41.9764219387306,90288.0
1023,4/9/2019,52XX N MASON ,13.2,33.0,8.36,5.0,4.8,4.44,3.77,3.56,3.49,3.34,3.2,,,,,,,,,
1024,8/30/2021,52XX N MILWAUKEE AVE,0.5,0.5,0.5,0.5,1.22,0.5,0.5,0.5,0.5,0.5,1.47,13-09-114-008-0000,71.0,71010.0,350000.0,60630-4763,14000.0,-87.7675698388808,41.9759647755863,86512.0
1025,1/23/2020,52XX N NORMANDY AVE,5.39,5.9,5.98,5.72,6.66,16.1,18.7,17.3,16.5,15.9,15.0,13-07-229-010-0000,71.0,71430.0,,60656-2115,14000.0,-87.7935703809976,41.976288683867,75601.0
1026,7/19/2019,52XX N OLEANDER ,13.4,15.7,22.7,35.3,35.5,35.4,25.2,29.8,32.3,31.4,16.7,,,,,,,,,
1027,9/27/2021,52XX N OLEANDER AVE,14.0,29.0,24.0,38.0,39.0,37.0,26.0,30.0,30.0,30.0,13.0,12-12-208-084-0000,71.0,71440.0,,60656-1713,14000.0,-87.8153340261347,41.9748549446853,75759.0
1028,10/21/2019,52XX N ORIOLE AVE,5.91,13.6,12.7,1.6,14.9,13.4,11.9,11.2,10.6,11.1,4.33,12-12-207-104-0000,71.0,71440.0,,60656-1717,14000.0,-87.8165664415015,41.9748454467467,75759.0
1029,8/16/2021,52XX N SAWYER AVE,7.94,9.02,18.0,26.6,32.0,28.9,25.6,25.9,26.5,24.8,16.8,13-11-223-014-0000,71.0,71050.0,,60625-4716,14000.0,-87.7102834840184,41.9773025528874,53529.0
1030,8/23/2021,52XX N ST LOUIS AVE,1.79,1.78,2.03,1.96,2.33,3.79,5.87,11.7,11.6,7.5,6.06,,,,,,,,,
1031,12/11/2019,52XX N WAYNE AVE,2.91,3.48,3.9,4.05,3.39,10.6,13.4,14.8,13.7,13.1,1.31,14-08-125-020-0000,73.0,73034.0,770000.0,60640-2223,14000.0,-87.6639413338215,41.9778091840884,90288.0
1032,12/15/2021,52XX S KIMBARK AVE,14.0,24.0,30.0,28.0,25.0,24.0,23.0,17.0,17.0,17.0,7.7,20-11-408-052-0000,70.0,70020.0,,60615-4009,14000.0,-87.5943380110917,41.8001931071621,38852.0
1033,8/13/2021,52XX S LUNA AVE,5.11,10.1,10.5,16.6,32.8,24.7,18.4,19.2,17.5,17.4,17.1,19-09-309-077-0000,72.0,72350.0,,60638-1635,14000.0,-87.7608463780748,41.7966965249743,56452.0
1034,10/12/2021,52XX S MELVINA AVE,4.52,9.28,12.0,14.2,14.4,14.6,13.7,12.8,12.1,11.3,4.62,19-08-312-016-0000,72.0,72380.0,,60638-1436,14000.0,-87.7767103064684,41.7966394136304,70102.0
1035,4/17/2019,52XX S MOBILE ,9.24,8.51,7.49,14.0,7.45,6.38,6.81,7.3,8.87,9.13,6.84,,,,,,,,,
1036,10/18/2019,52XX S MOBILE AVE,6.01,7.07,5.5,4.83,7.88,12.8,11.8,12.6,11.1,10.7,1.5,19-08-310-059-0000,72.0,72380.0,311000.0,60638-1313,14000.0,-87.7791642931788,41.7971595752916,70102.0
1037,9/8/2021,52XX S MONITOR AVE,4.1,4.5,8.4,25.0,15.0,13.0,12.0,13.0,13.0,15.0,15.0,19-08-411-135-0000,72.0,72380.0,,60638-1519,14000.0,-87.7682029591335,41.7977201809727,70102.0
1038,12/16/2017,52XX S MOODY AVE,6.43,7.01,9.71,11.8,15.5,21.4,22.0,20.7,18.8,17.7,15.3,19-08-312-030-0000,72.0,72380.0,,60638-1435,14000.0,-87.7762107346357,41.7972670811502,70102.0
1039,10/4/2021,52XX S MULLIGAN AVE,1.63,2.17,2.18,2.04,2.61,6.82,6.83,5.68,5.55,7.39,19.4,19-08-308-073-0000,72.0,72380.0,,60638-1333,14000.0,-87.7810873158462,41.7972500953808,70102.0
1040,11/16/2018,52XX S MULLIGAN AVE,2.62,3.05,2.9,2.75,3.44,11.1,11.6,9.34,9.22,11.6,33.6,19-08-309-066-0000,72.0,72380.0,,60638-1332,14000.0,-87.7803731077699,41.7968176298596,70102.0
1041,12/20/2021,52XX S MULLIGAN AVE,4.56,6.02,9.33,7.95,8.42,10.0,16.0,22.2,24.3,23.3,22.1,19-08-309-055-0000,72.0,72380.0,,60638-1332,14000.0,-87.7803951741921,41.7975479221348,70102.0
1042,10/3/2019,52XX S NEENAH AVE,6.07,6.6,7.53,7.0,7.0,8.73,16.2,26.0,24.1,21.3,17.6,19-07-412-043-0000,72.0,72380.0,,60638-1206,14000.0,-87.7859663025322,41.7971090754826,96326.0
1043,1/6/2020,52XX S NEVA AVE,2.02,2.83,2.79,3.1,2.69,2.12,2.26,3.14,6.51,6.7,7.22,19-07-307-025-0000,72.0,72380.0,,60638-1025,14000.0,-87.8007861948911,41.7974424140905,96326.0
1044,7/3/2019,52XX S NEW ENGLAND  ,6.5,5.38,5.2,5.81,6.04,5.82,15.2,31.4,33.2,30.9,17.6,,,,,,,,,
1045,2/14/2020,52XX S NEW ENGLAND AVE,4.99,4.82,4.35,4.17,4.2,4.4,4.74,4.61,4.47,4.12,2.77,19-07-313-045-0000,72.0,72380.0,,60638-1109,14000.0,-87.7937632907414,41.7961618324636,96326.0
1046,2/13/2020,52XX S NEWCASTLE AVE,5.6,2.69,2.43,2.07,2.04,2.48,5.08,5.49,5.14,5.17,3.58,19-07-314-011-0000,72.0,72380.0,,60638-1103,14000.0,-87.7925732142398,41.7972330807662,96326.0
1047,2/11/2020,52XX S NEWCASTLE AVE,3.76,4.11,5.81,5.55,4.41,4.12,6.46,8.57,8.98,9.28,10.1,19-07-314-020-0000,72.0,72380.0,,60638-1103,14000.0,-87.7925758087273,41.7973289373936,96326.0
1048,12/13/2019,52XX S RUTHERFORD AVE,3.31,2.55,2.41,2.04,2.69,5.33,6.72,7.02,7.39,8.02,8.36,19-07-409-014-0000,72.0,72380.0,,60638-1130,14000.0,-87.790117928565,41.7967204458684,96326.0
1049,10/27/2021,52XX S SAYRE AVE,6.5,6.2,5.8,6.1,6.4,11.0,17.0,20.0,20.0,21.0,22.0,19-07-310-031-0000,72.0,72380.0,,60638-1022,14000.0,-87.7969523127165,41.7963636112122,96326.0
1050,8/6/2021,52XX S WELLS ST,3.9,6.7,19.9,24.2,24.7,32.4,34.1,35.4,34.7,26.5,12.4,20-09-410-035-0000,72.0,72092.0,,60609-6203,14000.0,-87.6322586711832,41.7990491329879,23918.0
1051,2/7/2017,52XX W ARGYLE ST,4.92,12.5,4.33,6.02,5.73,5.15,4.3,4.04,5.0,5.51,1.28,13-09-321-014-0000,71.0,71060.0,,60630-2207,14000.0,-87.7580026023049,41.9713036522113,59875.0
1052,3/15/2022,52XX W BELLE PLAINE AVE,1.9,2.0,2.1,2.3,2.2,2.2,2.1,2.1,2.2,4.3,2.5,13-16-322-016-0000,71.0,71090.0,,60641-1460,14000.0,-87.7577159613755,41.9548564443203,76545.0
1053,2/6/2020,52XX W BELLE PLAINE AVE,4.6,6.18,7.82,8.85,13.4,14.4,11.7,10.3,9.7,10.1,8.25,13-16-322-004-0000,71.0,71090.0,437500.0,60641-1460,14000.0,-87.7590394960712,41.9548401577948,76545.0
1054,8/20/2019,52XX W BYRON ST,10.9,4.28,4.87,7.28,9.63,9.57,13.5,14.8,14.9,14.3,,13-21-107-031-0000,71.0,71150.0,,60641-2549,14000.0,-87.7582776221078,41.9516968381384,71190.0
1055,2/2/2017,52XX W CUYLER AVE,0.5,0.5,1.1,1.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,13-16-322-037-0000,71.0,71090.0,,60641-1461,14000.0,-87.7575380770992,41.9544707587171,76545.0
1056,8/12/2021,52XX W EDDY ST,8.15,6.27,9.77,16.4,18.0,20.8,24.4,23.7,21.1,26.9,3.84,13-21-307-012-0000,71.0,71171.0,,60641-3309,14000.0,-87.7572174861701,41.9448209476075,59917.0
1057,4/20/2019,52XX W GEORGE ,4.87,9.54,10.8,10.8,10.2,9.57,10.2,9.71,11.3,14.4,11.0,,,,,,,,,
1058,8/12/2021,52XX W LELAND AVE,5.1,8.28,7.27,15.1,13.8,14.4,15.0,13.2,11.0,11.0,9.68,13-16-113-017-0000,71.0,71090.0,,60630-3619,14000.0,-87.7598923361158,41.9653350861946,76545.0
1059,1/17/2017,52XX W NELSON ST,2.69,2.77,3.35,4.01,4.16,3.76,3.62,3.45,3.74,7.42,10.6,13-28-115-009-0000,71.0,71260.0,,60641-4902,14000.0,-87.7578267133087,41.9356853053681,55069.0
1060,2/9/2019,52XX W OAKDALE ,6.91,8.27,9.37,9.24,8.96,8.84,8.47,9.63,14.2,16.6,25.1,,,,,,,,,
1061,11/30/2018,52XX W PATTERSON ,1.9,1.93,2.17,2.17,2.26,2.3,2.45,2.54,2.65,2.74,2.79,,,,,,,,,
1062,6/24/2021,52XX W WOLFRAM ST,3.81,4.22,4.6,4.66,5.04,5.46,12.6,14.1,13.1,11.3,,13-28-129-017-0000,71.0,71260.0,,60641-4926,14000.0,-87.7584801461476,41.932549815966,55069.0
1063,10/11/2019,53XX N CHRISTIANA AVE,6.41,7.79,8.09,8.52,8.6,8.66,8.65,8.74,10.0,15.1,5.86,13-11-215-009-0000,71.0,71050.0,,60625-4709,14000.0,-87.7120431494073,41.9784017275029,53529.0
1064,3/9/2022,53XX N LUDLAM AVE,5.52,5.66,5.84,5.82,7.2,11.5,17.3,24.5,24.0,19.0,2.13,13-09-131-002-0000,71.0,71010.0,,60630-1411,14000.0,-87.7634399002201,41.9777709392087,86512.0
1065,4/26/2019,53XX N LUNA ,5.82,6.62,8.86,8.75,9.13,8.89,11.1,33.8,44.4,45.1,5.5,,,,,,,,,
1066,3/13/2019,53XX N LUNA ,6.89,7.63,9.43,10.0,10.2,17.8,18.3,17.4,24.5,32.1,3.72,,,,,,,,,
1067,2/2/2017,53XX N MEADE AVE,1.08,1.16,1.6,3.24,3.3,3.17,3.26,3.62,4.15,4.84,5.02,13-08-121-011-0000,71.0,71430.0,,60630-1042,14000.0,-87.7805372819817,41.9783460996177,81014.0
1068,11/17/2021,53XX N MULLIGAN AVE,3.9,4.1,4.5,4.4,4.9,8.9,13.0,18.0,16.0,14.0,2.7,13-08-116-032-0000,71.0,71430.0,,60630-1020,14000.0,-87.7869546688357,41.9784970313748,81014.0
1069,11/18/2019,53XX N NEW ENGLAND  ,2.11,3.1,3.55,4.04,4.39,5.03,7.06,10.7,11.3,9.31,1.7,,,,,,,,,
1070,2/29/2020,53XX N OCONTO AVE,6.06,6.38,5.03,5.0,5.37,5.43,5.31,4.57,4.45,4.19,4.05,12-12-216-008-0000,71.0,71440.0,,60656-1829,14000.0,-87.809370070359,41.977869432792,75759.0
1071,11/15/2018,53XX N OKETO AVE,11.2,14.3,14.9,15.8,16.6,17.5,17.5,17.6,16.6,15.4,14.7,12-12-218-030-0000,71.0,71440.0,,60656-1761,14000.0,-87.8123252546433,41.976361876247,75759.0
1072,9/9/2021,53XX N SPAULING AVE,5.85,4.87,7.35,8.11,8.71,26.5,38.8,35.7,35.7,33.5,40.8,,,,,,,,,
1073,5/29/2019,53XX S CORNELL ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
1074,11/10/2021,53XX S DREXEL AVE,2.4,3.0,3.65,3.69,4.02,5.64,9.4,11.5,9.7,5.72,2.16,20-11-314-030-0000,70.0,70020.0,,60615-4908,14000.0,-87.6042457419969,41.7971309061488,51643.0
1075,8/31/2021,53XX S DREXEL AVE,7.9,8.6,9.2,9.0,8.6,8.2,8.3,8.4,8.8,9.2,12.0,20-11-314-023-0000,70.0,70020.0,,60615-4908,14000.0,-87.6042550498859,41.7975576149126,51643.0
